id,name,description,level,parent_id,last_updated
165,Candles & Holders,"Nothing adds atmosphere to a room like some beautiful burning candles and our range of holders and burners are sure to add to the effect. Our ceramic burners have been handmade and handpainted in Scotland and make a wonderful gift. Our pewter candle holders, featuring Celtic designs, are available singularly or in sets, and also have matching snuffers, while our candlesticks show both the elegance of MacKintosh's designs as well as Celtic charm. Or if you're looking for something with a personal touch, our personalised tartan wedding candle set is highly unusual. The set of candles, which are available in different sizes, can be personalised with one of our range of 12000 tartans - a unique idea.",4,39,2025-08-08 14:54:25.83764
256,Pictures,You'll never feel far from Scotland with our beautiful range of pictures.,4,39,2025-08-08 14:54:25.83764
255,Plaques,Luxury Scottish Clan Crest Wall Plaques available in a wide range of crests and tartans. Choose between a dark and light wood finish to match furniture in your room. Made in Scotland by traditional leading producers.,4,39,2025-08-08 14:54:25.83764
98,Stationery,You'll want to save this stationery for writing that special letter or card to loved ones - they'll adore the superior quality and traditional charm!,4,39,2025-08-08 14:54:25.83764
257,Trinket Boxes,"Lots of little things to hold lots of little things. Useful little trinket boxes, in a wide range of appealing Celtic and MacKintosh designs. Ideal little gifts for friends and family. ",4,39,2025-08-08 14:54:25.83764
251,Vases & Jugs,"Our range of vases encompasses six different categories, each with different styles but all with the high quality that you'd expect from Scotweb.",4,39,2025-08-08 14:54:25.83764
80,Pets,We believe that EVERY member of the family should be able to share in your heritage! Check out our growing range for your animal companions.,3,37,2025-08-08 14:54:25.83764
167,Sewing & Crafts,"We have great value 1kg tartan oddment bags, cute tartan ribbons and bows, unique buttons and more - perfect for crafters, hobbyists and dressmakers.",3,37,2025-08-08 14:54:25.83764
136,Embroidery Kits,"Luxury Scottish embroidery kits. From Old Scottish County Map cross stitch kits to Charles Rennie Mackintosh, there’s something for everyone. The perfect gift for Scottish crafts and embroidery!",4,167,2025-08-08 14:54:25.83764
162,Fabrics,Luxury tartan fabric from swatches to meter lengths. Find your family tartan today or choose from our selection of Scottish tweed. Perfect for garments to craft projects.,4,167,2025-08-08 14:54:25.83764
161,Fabric Lengths,Luxury tartan fabric lengths. Find your family tartan today or choose from our selection of Scottish tweed. Perfect for garments to craft projects.,5,162,2025-08-08 14:54:25.83764
258,Swatches,Tartan and tweed fabrics cut to any length (yards or metres) in our unrivaled choice of materials and patterns. Or request a swatch to try before you buy.,5,162,2025-08-08 14:54:25.83764
253,Haberdashery,Luxury Scottish buttons and ribbons - add a touch of heritage to your craft project!,4,167,2025-08-08 14:54:25.83764
134,Buttons & Zip Pulls,Luxury Scottish Haberdashery from ox horn buttons to stag antler zip pulls. Add a touch of heritage to your craft project.,5,253,2025-08-08 14:54:25.83764
153,Ribbon,Tie that perfect gift up in a bow with this selection of tartan ribbons! Add some traditional flare to any occasion or special design.,5,253,2025-08-08 14:54:25.83764
82,Soft Furnishings,"Our selection of home furnishings can bring the finishing touch to any room, adding a subtle touch of tartan, or a splash of colour.",3,37,2025-08-08 14:54:25.83764
127,Blankets,"Add a finishing touch to your home with one of our carefully selected blankets. We have chosen to offer a small selection of great quality blankets, made form the finest materials, just for you.",4,82,2025-08-08 14:54:25.83764
159,Cushions,"Give your furniture the perfect finishing touch. This unique range of tartan cushions adds a personalized touch to any room, making a house a home. ",4,82,2025-08-08 14:54:25.83764
126,Rugs,"Add a finishing touch to your home with an item from our selection of rugs.  Made from some of the softest materials around and available in a huge range of colours and styles, they will brighten up any home.",4,82,2025-08-08 14:54:25.83764
158,Throws,"A throw can bring the finishing touch to a room, adding a subtle touch of tartan, or a splash of colour.  But they also serve other purposes too, and can be used as picnic rugs on a sunny day, and as blankets to ward off the cold Scottish weather. We have a large range of throws on offer, in a variety of materials and colours, as well as in a huge array of tartans. Our lambswool throws are soft and cosy, and will brighten up any room, while our ultra-soft and luxurious cashmere throws are made in Scotland from the best cashmere there is. They will last a lifetime if looked after correctly. Our selection also includes a range of limited edition collections, which change every year, as well as a choice of Celtic designs.",4,82,2025-08-08 14:54:25.83764
337,Towels,"Whether you're drying off after a dip in the bracing North Sea or adding a touch of tartan to your kitchen, our towels embody the warmth and elegance of Scotland.",4,82,2025-08-08 14:54:25.83764
327,Books,"Learn about your family, clan, and cultural heritage with our range of Scottish books",4,86,2025-08-08 14:54:25.83764
88,Novelties,Something different to bring a spot of Scottish entertainment to your night.,4,86,2025-08-08 14:54:25.83764
87,Soft Toys,"Meet Fergus, Hamish, Thistle and Bella -  and the rest of our range of gorgeous stuffed animals, adored by kids both big and small.  They can be accessorised with scarfs and tammies in your choice of tartan.",4,86,2025-08-08 14:54:25.83764
95,Bracelets & Bangles,Our range of bracelets come from both Scotland and Ireland with styles relating to both these nations. Superior craftsmanship blended with pure precious metals make our range of bracelets and bangles hard to beat.,3,19,2025-08-08 14:54:25.83764
237,Bangles,"Luxury Scottish Bangles. Available in silver and gold in a variety of styles. Choose to compliment with precious stones and contemporary designs from thistles, luckenbooths and clan crest options. The perfect gift for a loved one or simply treat yourself.",4,95,2025-08-08 14:54:25.83764
236,Bracelets,"Luxury Scottish Bracelets. Available in silver and gold in a variety of styles. Handcrafted on Orkney by traditional skilled craftsmen. Choose to compliment with precious stones and contemporary designs from thistles, luckenbooths and clan crest options. The perfect gift for a loved one - or simply treat yourself.",4,95,2025-08-08 14:54:25.83764
93,Brooches & Pins,"Our range of brooches and pins fit a variety of uses, from livening up a plain cardigan to attaching sashes and plaids in a highland outfit.",3,19,2025-08-08 14:54:25.83764
86,Toys & Books,Toys and books for children and adults.,3,18,2025-08-08 14:54:25.83764
96,Charms,"Our range of single charms are made from sterling silver that has been handcrafted on the Scottish island of Orkney.  They are a beautiful reminder of Scotland, or a thoughtful gift to show someone that you care.  They make a unique gift that will last throughout the years.",3,19,2025-08-08 14:54:25.83764
135,"Cufflinks, Tie Pins & Slides","Our tie accessories are the perfect gift. Available in pewter, gold or silver, they're available in a number of traditional Scottish designs to complement your outfit.",3,19,2025-08-08 14:54:25.83764
94,Earrings,"We have a superb range of drop and stud earrings, in a huge variety of designs, in both contemporary and traditional styles. Our earrings are made from the finest silver and gold and have been hand crafted by skilled craftsmen.",3,19,2025-08-08 14:54:25.83764
231,Drop Earrings,"Our beautiful  range of drop earrings can be worn on almost any occasion.  Whatever your preferred style, we're sure to have something suitable. For earrings with a hint of Scotland, we have a collection inspired by the beauty of the Scottish thistle, as well as Charles Rennie Mackintosh designs.  We also have a range of beautiful Celtic-inspired choices, featuring the luckenbooth motif and the trinity knot amongst others. Or for a touch of the Emerald isle, our beautiful Claddagh earrings, symbolising love, friendship and loyalty are available in a range of traditional and contemporary designs. And for earrings that will never go out of style, browse through our range of diamond drop earrings, or our stone earrings, handcrafted from natural materials.",4,94,2025-08-08 14:54:25.83764
230,Stud Earrings,"Practical enough to wear everyday, but equally designed to make an impact, our beautiful range of stud earrings are sure to impress. Just like our selection of drop earrings, the stud earrings are available in a variety of different styles, influenced by both Scotland and Ireland and all made from the finest of materials. Our earrings have been handcrafted by the finest craftsmen and will be enjoyed for years to come.",4,94,2025-08-08 14:54:25.83764
160,Keyrings,A Scottish keyring is a great gift for your loved ones. Help them show off their heritage everyday.,3,19,2025-08-08 14:54:25.83764
232,Necklaces,Our beautiful range of necklaces team contemporary designs with expert craftsmanship.  They are available in a huge selection of styles to add the finishing touch to any outfit.,4,92,2025-08-08 14:54:25.83764
233,Pendants,"Our pendants are usually available on a 16 inch chain, unless stated otherwise, although if you would prefer a longer chain then please do ask us. Our beautiful range also has matching items such as earrings and bracelets, and if you can't find what you're looking for -  please get in touch.",4,92,2025-08-08 14:54:25.83764
91,Rings,"We have a beautiful range of rings to choose from, for both men and women, made from either silver or gold and crafted by some of Scotland's leading jewellers.",3,19,2025-08-08 14:54:25.83764
90,Watches,"We have a beautiful range of ladies and gents watches, in a variety of Celtic-inspired designs. Our Charles Rennie Mackintosh watches continue to be popular, whilst our range of Irish watches evoke the spirit of the Emerald Isle. For something more unusual, we have a beautiful choice of pocket-watches in a variety of styles, as well as Rambler watches, complete with pouch. All our watches are top quality and are fully-returnable and guaranteed.",3,19,2025-08-08 14:54:25.83764
286,Journeyman Watches,,4,90,2025-08-08 14:54:25.83764
284,Pocket Watches,An inspiring collection of these legendary timepieces. Bring out your inner gent!,4,90,2025-08-08 14:54:25.83764
21,Kilts & Highlandwear,"Luxury highlandwear, formal dress, made-to-measure jackets, kilts and accessories. Our selection will ensure you look your best. Our kilt and trews outfits help you customise a complete look for any occasion.",2,267,2025-08-08 14:54:25.83764
335,Accessory Gift Sets,"Hand-crafted to the highest standards, our accessory gift sets make the perfect, heartfelt gift. Treat someone special to one of our clan crest kilt accessory sets, a tie gift set in their own tartan, or one of our pocket watch and cuff links sets.",3,21,2025-08-08 14:54:25.83764
27,Belts & Buckles,Scottish-crafted belts and buckles to complement your semi-formal or casual kilt outfit. (Not commonly worn with a Prince Charlie jacket.),3,21,2025-08-08 14:54:25.83764
122,Belt Buckles,"The buckle offers another opportunity to customise your kilt outfit. Many of our buckles have matching sporrans, kilt pins and sgian dhus to complete the look. ",4,27,2025-08-08 14:54:25.83764
121,Kilt Belts,Complement your kilt with one of our luxury belts available in a wide range of traditional and Celtic designs.,4,27,2025-08-08 14:54:25.83764
112,Brogues,"A wide selection of brogues in various styles, fittings and colours.

Please take a look at our sizing charts for international conversions.",3,21,2025-08-08 14:54:25.83764
206,Boots,"Our luxury Ghillie Boots are the modern alternative to your traditional kilt shoe. Perfect for walks, highland games or semi-formal events. Match with Highland dress - or go rogue and take advantage of the versatility of these beautifully crafted boots.",4,112,2025-08-08 14:54:25.83764
203,Daywear Brogues,Our luxury traditional Day wear Brogues are the perfect finish to your kilt outfit. Available in a wide selection of sizes and colours to suit any Highland dress. ,4,112,2025-08-08 14:54:25.83764
204,Dress Brogues,Our luxury traditional Dress Brogues are the perfect finish to your kilt outfit. Available in a wide selection of sizes and colours to suit any Highland dress.,4,112,2025-08-08 14:54:25.83764
202,Ghillie Brogues,"A wide selection of brogues in various styles, fittings and colours.

Please check take a look at our sizing charts for international conversions.",4,112,2025-08-08 14:54:25.83764
205,Laces & Tassels,Our luxury Laces and Tassels for Ghillie Brogues are the perfect addition to you kilt outfit. Spruce up older brogues or keep as a handy replacement. We offer the traditional extra length laces with luxury leather tassels for that full Highland flair!,4,112,2025-08-08 14:54:25.83764
32,Caps & Cap Badges,"Available in hundreds of different Irish, Welsh and Scottish Clans, our badges are perfect for pinning to your cap, lapel or for holding your tartan plaids in place.

We also have a selection of flat and quarter caps available in a variety of tweeds and thousands of tartans, as well as baseball caps, which are available in 484 tartans.",3,21,2025-08-08 14:54:25.83764
137,Cap Badges,Our luxury cap badges are available in hundreds of clan crests from Scotland and Ireland to Wales. Our pins are the perfect addition to any highland dress. Simply pin to your cap or use to hold your plaid in place.,4,32,2025-08-08 14:54:25.83764
138,Caps,"A range of hats for every occasion. Our tartan caps are available in thousands of fabrics, or better still, create your own using our tartan design service. ",4,32,2025-08-08 14:54:25.83764
37,Homeware,From our traditional tartan tableware to gorgeous glassware.,2,267,2025-08-08 14:54:25.83764
307,Scarves,Beautiful scarves in various tartans and styles.,2,300,2025-08-08 14:54:25.83764
26,Fly Plaids & Plaid Brooches,"Special event coming up? The fly plaid is worn formally over the shoulder, held in position by your choice of badge, brooch or pin, and  is normally worn at more formal occasions. At Clan we offer a a variety of fly plaids with a choice of thousands of tartans so that you can be sure to show off your heritage. ",3,21,2025-08-08 14:54:25.83764
142,Fly Plaids,"The fly plaid is a formal accessory worn over the shoulder and held in place by your choice of badge, brooch or pin.",4,26,2025-08-08 14:54:25.83764
141,Plaid Brooches,"Made to withstand the weight of a fly plaid, these ornately detailed and crafted brooches are durable and available in a wide range of designs and clan crests. ",4,26,2025-08-08 14:54:25.83764
33,Kilt Carriers & Hangers,"A selection of handy hangers, outfit carriers and kilt rolls to keep your kilt outfits in tip top condition, in your wardrobe or whilst on the move.",3,21,2025-08-08 14:54:25.83764
31,Kilt Flashes & Garter Ties,Kilt flashes and garter ties can be made in the same tartan as your kilt. A simple alternative is to choose a block colour to contrast or complement the rest of your kilt outift.,3,21,2025-08-08 14:54:25.83764
24,Kilt Jackets & Vests,"Jackets & vests in barathea or tweed, in a range of formal, semi-formal, and casual styles to suit your look or event. For both casual and formal wear, our kilt jackets and vests are all authentically Made in Scotland.",3,21,2025-08-08 14:54:25.83764
146,Kilt Jackets,"For both casual and formal wear, our stunning kilt jackets are of an unbeatable quality.",4,24,2025-08-08 14:54:25.83764
190,Spare Buttons,"Unique buttons in various sizes for formal or casual dress, including staghorn and Prince Charlie styles.",4,24,2025-08-08 14:54:25.83764
147,Vests (Waistcoats),"Tartan, tweed, or barathea waistcoats and vests, for either wearing with highland wear or simply as a style statement.",4,24,2025-08-08 14:54:25.83764
23,Kilt Outfits,"Complete kilt packages to suit all occasions, whatever your budget. You can add, change, or remove items for the perfect look - all authentically made in Scotland.",3,21,2025-08-08 14:54:25.83764
221,Casual Kilt Outfits,"Traditional, luxury casual Kilt outfit packages to every occasion and every budget. Made in Scotland by industry experts with only the finest locally resourced fabrics.",4,23,2025-08-08 14:54:25.83764
219,Formal Kilt Outfits,"Traditional, luxury kilt outfit packages to suit formal occasions with your budget in mind. Made in Scotland by industry experts with only the finest locally resourced fabrics.",4,23,2025-08-08 14:54:25.83764
220,Semi-formal Kilt Outfits,"Traditional, luxury kilt outfit packages to suit semi-formal occasions with your budget in mind. Made in Scotland by industry experts with only the finest locally resourced fabrics.",4,23,2025-08-08 14:54:25.83764
29,Kilt Pins,A kilt pin is a decorative brooch that weighs down the lower apron of the kilt. It should not be pinned through into the fabric behind. At Clan we offer a superb range of kilt pins from the classic safety pin to intricate clan crests and jewel encrusted pins. ,3,21,2025-08-08 14:54:25.83764
196,Animal Kilt Pins,Our luxury Animal Kilt Pins are the perfect accessory for any kilt outfit.,4,29,2025-08-08 14:54:25.83764
200,Axe or Shield Kilt Pins,Our luxury Axe and Shield Kilt Pins are the perfect accessory for any kilt outfit.,4,29,2025-08-08 14:54:25.83764
199,Celtic Kilt Pins,Our Celtic kilt pins are expertly crafted and available in a variety of traditional and intricate designs.,4,29,2025-08-08 14:54:25.83764
195,Cross Kilt Pins,"A fine collection of expertly crafted kilt pins in a variety of 'cross' designs, from the Celtic cross to the St. Andrew's cross.",4,29,2025-08-08 14:54:25.83764
194,Dart Kilt Pins,Our luxury Dart Kilt Pins are the perfect accessory for any kilt outfit. ,4,29,2025-08-08 14:54:25.83764
197,Instrument Kilt Pins,Our luxury Instrument Kilt Pins are the perfect accessory for any kilt outfit.,4,29,2025-08-08 14:54:25.83764
323,Irish Kilt Pins,A collection of expertly crafted Irish kilt pins with intricate detailing and a range of designs. ,4,29,2025-08-08 14:54:25.83764
198,Jewel Kilt Pins,Our luxury Jewel Kilt Pins are the perfect accessory for any kilt outfit.,4,29,2025-08-08 14:54:25.83764
235,Rennie Mackintosh Kilt Pins,"Our luxury Charles Rennie Mackintosh Kilt Pins are the perfect accessory for any kilt outfit. Handcrafted in Scotland, our traditional kilt pins are made using only the finest materials.",4,29,2025-08-08 14:54:25.83764
201,Simple Safety Kilt Pins,The tradition of wearing a kilt pin started with this simple safety pin (diaper pin) style kilt pin.,4,29,2025-08-08 14:54:25.83764
193,Sword Kilt Pins,A collection of expertly crafted sword kilt pins with intricate detailing and a wide range of designs. ,4,29,2025-08-08 14:54:25.83764
234,Thistle Kilt Pins,A collection of expertly crafted kilt pins in a variety of intricate thistle designs.,4,29,2025-08-08 14:54:25.83764
22,Kilts,"At CLAN we offer a wide range of tartans to suit every occasion. We understand the importance of heritage, tradition and authenticity and that's why all our kilts are made in Scotland by the world's top kilt makers.",3,21,2025-08-08 14:54:25.83764
223,Casual Kilts,The casual kilt can is suitable for almost any occasion and can be dressed up or down. The casual kilt is lighter and more affordable than the traditional 8 yard kilt.,4,22,2025-08-08 14:54:25.83764
222,Traditional 8 Yard Kilts,"Traditional 8 yard kilts, made with pure wool tartans, from only the best mills. We supply almost any commercially-available tartan, in a range of weights and other materials. ",4,22,2025-08-08 14:54:25.83764
28,Sgian Dubhs,The Sgian Dubh is an important part of the traditional Highland Dress. It is usually tucked into the hose of the right leg.,3,21,2025-08-08 14:54:25.83764
218,Antler Handle Sgian Dubhs,Our sgian dubhs are available in stag and ox horn and are all crafted using traditional methods.  These materials are naturally sourced and we ensure that no harm has come to any animal in the process.,4,28,2025-08-08 14:54:25.83764
216,Resin Handle Sgian Dubhs,A sgian dubh is worn semi-concealed in the hose on the right side of the right leg. All of our models come complete with a real blade unless specified otherwise. ,4,28,2025-08-08 14:54:25.83764
